IOIOTHHDG01	New generic process technology for other energy services based on hydrogen	New generic process technology for other energy services based on hydrogen						
IOIOTHHFO	generic process technology for other energy services based on heavy fuel oil	generic process technology for other energy services based on heavy fuel oil						
IOIOTHHFO00	Existing generic process technology for other energy services based on heavy fuel oil	Existing generic process technology for other energy services based on heavy fuel oil						
IOIOTHHFO01	New generic process technology for other energy services based on heavy fuel oil	New generic process technology for other energy services based on heavy fuel oil						
IOIOTHKER	generic process technology for other energy services based on kerosene (heating oil)	generic process technology for other energy services based on kerosene (heating oil)						
IOIOTHKER00	Existing generic process technology for other energy services based on kerosene (heating oil)	Existing generic process technology for other energy services based on kerosene (heating oil)						
IOIOTHKER01	New generic process technology for other energy services based on kerosene (heating oil)	New generic process technology for other energy services based on kerosene (heating oil)						
IOIOTHLFO	generic process technology for other energy services based on light fuel oil	generic process technology for other energy services based on light fuel oil						
IOIOTHLFO00	Existing generic process technology for other energy services based on light fuel oil	Existing generic process technology for other energy services based on light fuel oil						
IOIOTHLFO01	New generic process technology for other energy services based on light fuel oil	New generic process technology for other energy services based on light fuel oil						
IOIOTHLPG	generic process technology for other energy services based on liquified petroleum gas	generic process technology for other energy services based on liquified petroleum gas						
IOIOTHLPG00	Existing generic process technology for other energy services based on liquified petroleum gas	Existing generic process technology for other energy services based on liquified petroleum gas						
IOIOTHLPG01	New generic process technology for other energy services based on liquified petroleum gas	New generic process technology for other energy services based on liquified petroleum gas						
IOIOTHNGA	generic process technology for other energy services based on natural gas / biomethane	generic process technology for other energy services based on natural gas / biomethane						
IOIOTHNGA00	Existing generic process technology for other energy services based on natural gas / biomethane	Existing generic process technology for other energy services based on natural gas / biomethane						
IOIOTHNGA01	New generic process technology for other energy services based on natural gas / biomethane	New generic process technology for other energy services based on natural gas / biomethane						
IOIOTHSTM	"generic process technology for other energy services based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)"	"generic process technology for other energy services based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)"						
IOIOTHSTM00	"Existing generic process technology for other energy services based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)"	"Existing generic process technology for other energy services based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)"						
IOIOTHSTM01	"New generic process technology for other energy services based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)"	"New generic process technology for other energy services based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)"						
IOIREF	Refrigeration for the other industries	Refrigeration for the other industries						
IOIREFEHFC	Exisitng refrigeration technology	Exisitng refrigeration technology						
IOIREFEHFC00	Exisitng refrigeration technology	Exisitng refrigeration technology						
IOIREFEHFC01	New refrigeration technology	New refrigeration technology						
IOIREFEHFO	"Advanced refrigeration technology (with HFO as refrigerant, less HFC emissions)"	"Advanced refrigeration technology (with HFO as refrigerant, less HFC emissions)"						
IOIREFEHFO01	"Advanced refrigeration technology (with HFO as refrigerant, less HFC emissions)"	"Advanced refrigeration technology (with HFO as refrigerant, less HFC emissions)"						
IOISTM	Low-temperature steam/heat from CHP for the other industries	Low-temperature steam/heat from CHP for the other industries						
IPP	"Final paper products (demand commodity, in Mt)"	"Final paper products (demand commodity, in Mt)"						
IPPALLDRY	"allocation process for dryers (not an actual technology, only allocates fuels to a specific technology, efficiency of 1 and no costs, alternative to improvement technology)"	"allocation process for dryers (not an actual technology, only allocates fuels to a specific technology, efficiency of 1 and no costs, alternative to improvement technology)"						
IPPALLDRY00	"Existing allocation process for dryers (not an actual technology, only allocates fuels to a specific technology, efficiency of 1 and no costs, alternative to improvement technology)"	"Existing allocation process for dryers (not an actual technology, only allocates fuels to a specific technology, efficiency of 1 and no costs, alternative to improvement technology)"						
IPPALLDRY01	"New allocation process for dryers (not an actual technology, only allocates fuels to a specific technology, efficiency of 1 and no costs, alternative to improvement technology)"	"New allocation process for dryers (not an actual technology, only allocates fuels to a specific technology, efficiency of 1 and no costs, alternative to improvement technology)"						
IPPALLOTH	"allocation process for other production steps (not an actual technology, only allocates fuels to a specific technology, efficiency of 1 and no costs, alternative to improvement technology)"	"allocation process for other production steps (not an actual technology, only allocates fuels to a specific technology, efficiency of 1 and no costs, alternative to improvement technology)"						
IPPALLOTH00	"Existing allocation process for other production steps (not an actual technology, only allocates fuels to a specific technology, efficiency of 1 and no costs, alternative to improvement technology)"	"Existing allocation process for other production steps (not an actual technology, only allocates fuels to a specific technology, efficiency of 1 and no costs, alternative to improvement technology)"						
IPPALLOTH01	"New allocation process for other production steps (not an actual technology, only allocates fuels to a specific technology, efficiency of 1 and no costs, alternative to improvement technology)"	"New allocation process for other production steps (not an actual technology, only allocates fuels to a specific technology, efficiency of 1 and no costs, alternative to improvement technology)"						
IPPALLPRS	"allocation process for press section (not an actual technology, only allocates fuels to a specific technology, efficiency of 1 and no costs, alternative to improvement technology)"	"allocation process for press section (not an actual technology, only allocates fuels to a specific technology, efficiency of 1 and no costs, alternative to improvement technology)"						
IPPALLPRS00	"Existing allocation process for press section (not an actual technology, only allocates fuels to a specific technology, efficiency of 1 and no costs, alternative to improvement technology)"	"Existing allocation process for press section (not an actual technology, only allocates fuels to a specific technology, efficiency of 1 and no costs, alternative to improvement technology)"						
IPPALLPRS01	"New allocation process for press section (not an actual technology, only allocates fuels to a specific technology, efficiency of 1 and no costs, alternative to improvement technology)"	"New allocation process for press section (not an actual technology, only allocates fuels to a specific technology, efficiency of 1 and no costs, alternative to improvement technology)"						
IPPBOIBIO	solid biomass boiler for low temperature heat	solid biomass boiler for low temperature heat						
IPPBOIBIO01	New solid biomass boiler for low temperature heat	New solid biomass boiler for low temperature heat						
IPPBOICOA	coal boiler for low temperature heat	coal boiler for low temperature heat						
IPPBOICOA00	Existing coal boiler for low temperature heat	Existing coal boiler for low temperature heat						
IPPBOICOA01	New coal boiler for low temperature heat	New coal boiler for low temperature heat						
IPPBOIHYG	hydrogen boiler for low temperature heat	hydrogen boiler for low temperature heat						
IPPBOIHYG01	New hydrogen boiler for low temperature heat	New hydrogen boiler for low temperature heat						
IPPBOINGA	natural gas boiler for low temperature heat	natural gas boiler for low temperature heat						
IPPBOINGA00	Existing natural gas boiler for low temperature heat	Existing natural gas boiler for low temperature heat						
IPPBOINGA01	New natural gas boiler for low temperature heat	New natural gas boiler for low temperature heat						
IPPBPA	"Basic paper (intermediate product, in Mt)"	"Basic paper (intermediate product, in Mt)"						
IPPCHPBIOG	CCGT CHP based on biogases	CCGT CHP based on biogases						
IPPCHPBIOG01	New CCGT CHP based on biogases	New CCGT CHP based on biogases						
IPPCHPBIOS	CHP based on solid biomass	CHP based on solid biomass						
IPPCHPBIOS00	Existing CHP based on solid biomass	Existing CHP based on solid biomass						
IPPCHPBIOS01	New steam turbine CHP based on solid biomass	New steam turbine CHP based on solid biomass						
IPPCHPCCGT	CCGT CHP based on natural gas	CCGT CHP based on natural gas						
IPPCHPCCGT01	New CCGT CHP based on natural gas	New CCGT CHP based on natural gas						
IPPCHPCCGTH	CCGT CHP based on hydrogen	CCGT CHP based on hydrogen						
IPPCHPCCGTH01	New CCGT CHP based on hydrogen	New CCGT CHP based on hydrogen						
IPPCHPCOA	CHP based on coal	CHP based on coal						
IPPCHPCOA00	Existing CHP based on coal	Existing CHP based on coal						
IPPCHPCOA01	New steam turbine CHP based on coal	New steam turbine CHP based on coal						
IPPCHPFCH	hydrogen fuel cell	hydrogen fuel cell						
IPPCHPFCH01	New hydrogen fuel cell	New hydrogen fuel cell						
IPPCHPGT	gas turbine CHP based on natural gas	gas turbine CHP based on natural gas						
IPPCHPGT01	New gas turbine CHP based on natural gas	New gas turbine CHP based on natural gas						
IPPCHPNGA	CHP based on natural gas	CHP based on natural gas						
IPPCHPNGA00	Existing CHP based on natural gas	Existing CHP based on natural gas						
IPPCHPWST	CHP based on municipal solid waste	CHP based on municipal solid waste						
IPPCHPWST00	Existing CHP based on municipal solid waste	Existing CHP based on municipal solid waste						
IPPCHPWST01	New steam turbine CHP based on municipal solid waste	New steam turbine CHP based on municipal solid waste						
IPPDRYIMP	"Improvement technology 1 for and standard dryers: Hot press (can be applied to IPPPRODRY00 & IPPPRODRY01, increases efficiency of dryer)"	"Improvement technology 1 for and standard dryers: Hot press (can be applied to IPPPRODRY00 & IPPPRODRY01, increases efficiency of dryer)"						
IPPDRYIMP1	"Improvement technology 1 for existing and new standard dryers: Hot press (can be applied to IPPPRODRY00 & IPPPRODRY01, increases efficiency of dryer)"	"Improvement technology 1 for existing and new standard dryers: Hot press (can be applied to IPPPRODRY00 & IPPPRODRY01, increases efficiency of dryer)"						
IPPDRYIMP2	"Improvement technology 2 for existing and new standard dryers: Reducing air infiltration (can be applied to IPPPRODRY00 & IPPPRODRY01, increases efficiency of dryer)"	"Improvement technology 2 for existing and new standard dryers: Reducing air infiltration (can be applied to IPPPRODRY00 & IPPPRODRY01, increases efficiency of dryer)"						
IPPDRYIMP3	"Improvement technology 3 for existing and new standard dryers: Maximizing hood humidity (can be applied to IPPPRODRY00 & IPPPRODRY01, increases efficiency of dryer)"	"Improvement technology 3 for existing and new standard dryers: Maximizing hood humidity (can be applied to IPPPRODRY00 & IPPPRODRY01, increases efficiency of dryer)"						
IPPDRYIMP4	"Improvement technology 4 for existing and new standard dryers: Efficiently using flash steam (can be applied to IPPPRODRY00 & IPPPRODRY01, increases efficiency of dryer)"	"Improvement technology 4 for existing and new standard dryers: Efficiently using flash steam (can be applied to IPPPRODRY00 & IPPPRODRY01, increases efficiency of dryer)"						
IPPDRYIMP5	"Improvement technology 5 for existing and new standard dryers: Maximizing heat recovery (can be applied to IPPPRODRY00 & IPPPRODRY01, increases efficiency of dryer)"	"Improvement technology 5 for existing and new standard dryers: Maximizing heat recovery (can be applied to IPPPRODRY00 & IPPPRODRY01, increases efficiency of dryer)"						
IPPDRYIMP6	"Improvement technology 6 for existing and new standard dryers: other aggregate improvements (can be applied to IPPPRODRY00 & IPPPRODRY01, increases efficiency of dryer)"	"Improvement technology 6 for existing and new standard dryers: other aggregate improvements (can be applied to IPPPRODRY00 & IPPPRODRY01, increases efficiency of dryer)"						
IPPELCD	Electricity for dryers	Electricity for dryers						
IPPELCD1	"Dummy electricity for dryer (output of IPPDRYIMP1, input of IPPDRYIMP2, IPPDRYIMP3, IPPDRYIMP4, IPPDRYIMP5, IPPDRYIMP6)"	"Dummy electricity for dryer (output of IPPDRYIMP1, input of IPPDRYIMP2, IPPDRYIMP3, IPPDRYIMP4, IPPDRYIMP5, IPPDRYIMP6)"						
IPPELCD2	"Dummy electricity for dryer (output of IPPDRYIMP2, input of IPPDRYIMP3, IPPDRYIMP4, IPPDRYIMP5, IPPDRYIMP6)"	"Dummy electricity for dryer (output of IPPDRYIMP2, input of IPPDRYIMP3, IPPDRYIMP4, IPPDRYIMP5, IPPDRYIMP6)"						
IPPELCD3	"Dummy electricity for dryer (output of IPPDRYIMP3, input of IPPDRYIMP4, IPPDRYIMP5, IPPDRYIMP6)"	"Dummy electricity for dryer (output of IPPDRYIMP3, input of IPPDRYIMP4, IPPDRYIMP5, IPPDRYIMP6)"						
IPPELCD4	"Dummy electricity for dryer (output of IPPDRYIMP4, input of IPPDRYIMP5, IPPDRYIMP6)"	"Dummy electricity for dryer (output of IPPDRYIMP4, input of IPPDRYIMP5, IPPDRYIMP6)"						
IPPELCD5	"Dummy electricity for dryer (output of IPPDRYIMP5, input of IPPDRYIMP6)"	"Dummy electricity for dryer (output of IPPDRYIMP5, input of IPPDRYIMP6)"						
IPPELCO	"Electricity for other production steps (stock preparation, vacuum systems, wire section, others)"	"Electricity for other production steps (stock preparation, vacuum systems, wire section, others)"						
IPPELCO1	"Dummy electricity for other production steps (output of IPPOTHIMP01, input of IPPOTHIMP02)"	"Dummy electricity for other production steps (output of IPPOTHIMP01, input of IPPOTHIMP02)"						
IPPELCP	Electricity for press section	Electricity for press section						
IPPFINPRO	technologies for the production of the final paper products from basic paper	technologies for the production of the final paper products from basic paper						
IPPFINPRO00	Existing technologies for the production of the final paper products from basic paper	Existing technologies for the production of the final paper products from basic paper						
IPPFINPRO01	New technologies for the production of the final paper products from basic paper	New technologies for the production of the final paper products from basic paper						
IPPLTH	Low-temperature steam/heat from CHP/boilers for the paper industry	Low-temperature steam/heat from CHP/boilers for the paper industry						
IPPLTHD	Low-temperature steam/heat from CHP/boilers for dryers	Low-temperature steam/heat from CHP/boilers for dryers						
IPPLTHD1	"Dummy low-temperature steam/heat from CHP/boilers for dryer (output of IPPDRYIMP1, input of IPPDRYIMP2, IPPDRYIMP3, IPPDRYIMP4, IPPDRYIMP5, IPPDRYIMP6)"	"Dummy low-temperature steam/heat from CHP/boilers for dryer (output of IPPDRYIMP1, input of IPPDRYIMP2, IPPDRYIMP3, IPPDRYIMP4, IPPDRYIMP5, IPPDRYIMP6)"						
IPPLTHD2	"Dummy low-temperature steam/heat from CHP/boilers for dryer (output of IPPDRYIMP2, input of IPPDRYIMP3, IPPDRYIMP4, IPPDRYIMP5, IPPDRYIMP6)"	"Dummy low-temperature steam/heat from CHP/boilers for dryer (output of IPPDRYIMP2, input of IPPDRYIMP3, IPPDRYIMP4, IPPDRYIMP5, IPPDRYIMP6)"						
IPPLTHD3	"Dummy low-temperature steam/heat from CHP/boilers for dryer (output of IPPDRYIMP3, input of IPPDRYIMP4, IPPDRYIMP5, IPPDRYIMP6)"	"Dummy low-temperature steam/heat from CHP/boilers for dryer (output of IPPDRYIMP3, input of IPPDRYIMP4, IPPDRYIMP5, IPPDRYIMP6)"						
IPPLTHD4	"Dummy low-temperature steam/heat from CHP/boilers for dryer (output of IPPDRYIMP4, input of IPPDRYIMP5, IPPDRYIMP6)"	"Dummy low-temperature steam/heat from CHP/boilers for dryer (output of IPPDRYIMP4, input of IPPDRYIMP5, IPPDRYIMP6)"						
IPPLTHD5	"Dummy low-temperature steam/heat from CHP/boilers for dryer (output of IPPDRYIMP5, input of IPPDRYIMP6)"	"Dummy low-temperature steam/heat from CHP/boilers for dryer (output of IPPDRYIMP5, input of IPPDRYIMP6)"						
IPPLTHO	"Low-temperature steam/heat from CHP/boilers for other production steps (stock preparation, vacuum systems, wire section, others)"	"Low-temperature steam/heat from CHP/boilers for other production steps (stock preparation, vacuum systems, wire section, others)"						
IPPLTHO1	"Dummy low-temperature steam/heat from CHP/boilers for other production steps (output of IPPOTHIMP01, input of IPPOTHIMP02)"	"Dummy low-temperature steam/heat from CHP/boilers for other production steps (output of IPPOTHIMP01, input of IPPOTHIMP02)"						
IPPLTHP	Low-temperature steam/heat from CHP/boilers for press section	Low-temperature steam/heat from CHP/boilers for press section						
IPPOTHIMP	"Improvement technology 1 for and standard technologies for the other production steps: Online moisture management (can be applied to IPPPROOTH00 & IPPPROOTH01, increases the efficieny of the other production steps)"	"Improvement technology 1 for and standard technologies for the other production steps: Online moisture management (can be applied to IPPPROOTH00 & IPPPROOTH01, increases the efficieny of the other production steps)"						
IPPOTHIMP01	"Improvement technology 1 for existing and new standard technologies for the other production steps: Online moisture management (can be applied to IPPPROOTH00 & IPPPROOTH01, increases the efficieny of the other production steps)"	"Improvement technology 1 for existing and new standard technologies for the other production steps: Online moisture management (can be applied to IPPPROOTH00 & IPPPROOTH01, increases the efficieny of the other production steps)"						
IPPOTHIMP02	"Improvement technology 2 for existing and new standard technologies for the other production steps: other aggregate improvements (can be applied to IPPPROOTH00 & IPPPROOTH01, increases the efficieny of the other production steps)"	"Improvement technology 2 for existing and new standard technologies for the other production steps: other aggregate improvements (can be applied to IPPPROOTH00 & IPPPROOTH01, increases the efficieny of the other production steps)"						
IPPPBD	"Paper before drying (intermediate product, in Mt)"	"Paper before drying (intermediate product, in Mt)"						
IPPPBP	"Paper before pressing (intermediate product, in Mt)"	"Paper before pressing (intermediate product, in Mt)"						
IPPPRODRY	dryers	dryers						
IPPPRODRY00	Existing dryers	Existing dryers						
IPPPRODRY01	New dryers (standard)	New dryers (standard)						
IPPPRODRY02	New condebelt dryers	New condebelt dryers						
IPPPRODRY03	New impulse dryers	New impulse dryers						
IPPPRODRY04	New infrared dryers	New infrared dryers						
IPPPRODSF	"Dry sheet forming (alternative production route for basic paper, comprises other production steps, dryer and press section)"	"Dry sheet forming (alternative production route for basic paper, comprises other production steps, dryer and press section)"						
IPPPRODSF01	"Dry sheet forming (alternative production route for basic paper, comprises other production steps, dryer and press section)"	"Dry sheet forming (alternative production route for basic paper, comprises other production steps, dryer and press section)"						
IPPPROOTH	technologies for the other production steps	technologies for the other production steps						
IPPPROOTH00	Existing technologies for the other production steps	Existing technologies for the other production steps						
IPPPROOTH01	New technologies for the other production steps (standard)	New technologies for the other production steps (standard)						
IPPPROPRS	press section	press section						
IPPPROPRS00	Existing press section	Existing press section						
IPPPROPRS01	New press section (standard)	New press section (standard)						
IPPPRSIMP	"Improvement technology 1 for and standard press section: aggregate improvements (can be applied to IPPPROPRS00 & IPPPROPRS01, increases efficiency of press section)"	"Improvement technology 1 for and standard press section: aggregate improvements (can be applied to IPPPROPRS00 & IPPPROPRS01, increases efficiency of press section)"						
IPPPRSIMP01	"Improvement technology 1 for existing and new standard press section: aggregate improvements (can be applied to IPPPROPRS00 & IPPPROPRS01, increases efficiency of press section)"	"Improvement technology 1 for existing and new standard press section: aggregate improvements (can be applied to IPPPROPRS00 & IPPPROPRS01, increases efficiency of press section)"						
JET	airplanes	airplanes						
kt	kilotonnes							
kt_a	capacity of 1 kt in a year	capacity of 1 kt in a year						
ktCO2	kilotonnes of CO2							
ktCO2_a	capacity to produce 1 kilotonne of CO2 in a year							
LAND	Agricultural land (only relevant for land use emissions)	Agricultural land (only relevant for land use emissions)						
LFO	Bio-light fuel oil 	Bio-light fuel oil 						
LIFE	Lifetime							
LNG	Liquified natural gas	Liquified natural gas						
LPG	Liquefied petroleum gas vehicle	Liquefied petroleum gas vehicle						
M-Units	Million units	Million units						
M-Units_a	Capacity to produce one million units per annum	Capacity to produce one million units per annum						
MCMLST	Limestone (material input for clinker production)	Limestone (material input for clinker production)						
METH	Methanol	Methanol						
Mha	Mega Hectares	Mega Hectares						
Mha_a	capacity of 1 mega-hectare in a year	capacity of 1 mega-hectare in a year						
MINBGRASS	"Resource process for grassy energy crops, cost step 1"	"Resource process for grassy energy crops, cost step 1"						
MINBGRASS1	"Resource process for grassy energy crops, cost step 1"	"Resource process for grassy energy crops, cost step 1"						
MINBGRASS2	"Resource process for grassy energy crops, cost step 2"	"Resource process for grassy energy crops, cost step 2"						
MINBGRASS3	"Resource process for grassy energy crops, cost step 3"	"Resource process for grassy energy crops, cost step 3"						
MINBOG-LF	Resource process for landfill gas	Resource process for landfill gas						
MINBOG-SW	Resource process for sewage gas	Resource process for sewage gas						
MINBPOLWST	Resource process for poultry litter & farm waste	Resource process for poultry litter & farm waste						
MINBPOLWST1	Resource process for poultry litter & farm waste	Resource process for poultry litter & farm waste						
MINBRSEED	Resource process for rape seed	Resource process for rape seed						
MINBSEWSLG	Resource process for sewage sludge	Resource process for sewage sludge						
MINBSLURRY	Resource process for animal slurry	Resource process for animal slurry						
MINBSLURRY1	Resource process for animal slurry	Resource process for animal slurry						
MINBSTWWST	Resource process for dry agricultural residue	Resource process for dry agricultural residue						
MINBSTWWST1	Resource process for dry agricultural residue	Resource process for dry agricultural residue						
MINBSUGAR	Resource process for sugar crops	Resource process for sugar crops						
MINBVOFAT	Resource process for vegetable waste oil	Resource process for vegetable waste oil						
MINBWHT	"Resource process for starch crops, cost step 1"	"Resource process for starch crops, cost step 1"						
MINBWHT1	"Resource process for starch crops, cost step 1"	"Resource process for starch crops, cost step 1"						
MINBWHT2	"Resource process for starch crops, cost step 2"	"Resource process for starch crops, cost step 2"						
MINBWOD	"Resource process for woody energy crops, cost step 1"	"Resource process for woody energy crops, cost step 1"						
MINBWOD1	"Resource process for woody energy crops, cost step 1"	"Resource process for woody energy crops, cost step 1"						
MINBWOD2	"Resource process for woody energy crops, cost step 2"	"Resource process for woody energy crops, cost step 2"						
MINBWOD3	"Resource process for woody energy crops, cost step 3"	"Resource process for woody energy crops, cost step 3"						
MINBWOD4	"Resource process for woody energy crops, cost step 4"	"Resource process for woody energy crops, cost step 4"						
MINBWODLOG	Resource process for stemwood	Resource process for stemwood						
MINBWODWST	Resource process for waste wood	Resource process for waste wood						
MINCOA	"Mining process for hard coal, located reserves"	"Mining process for hard coal, located reserves"						
MINCOA1	"Mining process for hard coal, located reserves"	"Mining process for hard coal, located reserves"						
MINCOA2	"Mining process for hard coal, new discoveries cost step 1"	"Mining process for hard coal, new discoveries cost step 1"						
MINCOA3	"Mining process for hard coal, new discoveries cost step 2"	"Mining process for hard coal, new discoveries cost step 2"						
MINCOA4	"Mining process for brown coal, located reserves"	"Mining process for brown coal, located reserves"						
MINCOA5	"Mining process for brown coal, new discoveries cost step 1"	"Mining process for brown coal, new discoveries cost step 1"						
MINCOA6	"Mining process for brown coal, new discoveries cost step 2"	"Mining process for brown coal, new discoveries cost step 2"						
MINCOACOK	Mining process for coking coal	Mining process for coking coal						
MINCOACOK1	Mining process for coking coal	Mining process for coking coal						
MINLAND	Resource process for agricultural land (only relevant for land use emissions)	Resource process for agricultural land (only relevant for land use emissions)						
MINMSWBIO	Resource process for wet biomass waste	Resource process for wet biomass waste						
MINMSWINO	Resource process for inorganic waste	Resource process for inorganic waste						
MINMSWORG	Resource process for organic waste	Resource process for organic waste						
MINNGA	"Mining process for natural gas, located reserves cost step 1"	"Mining process for natural gas, located reserves cost step 1"						
MINNGA1	"Mining process for natural gas, located reserves cost step 1"	"Mining process for natural gas, located reserves cost step 1"						
MINNGA2	"Mining process for natural gas, located reserves cost step 2"	"Mining process for natural gas, located reserves cost step 2"						
MINNGA3	"Mining process for natural gas, located reserves cost step 3"	"Mining process for natural gas, located reserves cost step 3"						
MINNGA4	"Mining process for natural gas, new discoveries cost step 1"	"Mining process for natural gas, new discoveries cost step 1"						
MINNGA5	"Mining process for natural gas, new discoveries cost step 2"	"Mining process for natural gas, new discoveries cost step 2"						
MINNGA6	"Mining process for natural gas, new discoveries cost step 3"	"Mining process for natural gas, new discoveries cost step 3"						
MINNGA7	"Mining process for natural gas, new discoveries cost step 4"	"Mining process for natural gas, new discoveries cost step 4"						
MINNGA8	"Mining process for natural gas, new discoveries cost step 5"	"Mining process for natural gas, new discoveries cost step 5"						
MINNGA9	"Mining process for natural gas, new discoveries cost step 6"	"Mining process for natural gas, new discoveries cost step 6"						
MINNGASHL	"Mining process for shale gas, cost step 1"	"Mining process for shale gas, cost step 1"						
MINNGASHL1	"Mining process for shale gas, cost step 1"	"Mining process for shale gas, cost step 1"						
MINNGASHL2	"Mining process for shale gas, cost step 2"	"Mining process for shale gas, cost step 2"						
MINNGASHL3	"Mining process for shale gas, cost step 3"	"Mining process for shale gas, cost step 3"						
MINOILCRD	"Mining process for heavy oil, located reserves cost step 1"	"Mining process for heavy oil, located reserves cost step 1"						
MINOILCRD1	"Mining process for heavy oil, located reserves cost step 1"	"Mining process for heavy oil, located reserves cost step 1"						
MINOILCRD2	"Mining process for heavy oil, located reserves cost step 2"	"Mining process for heavy oil, located reserves cost step 2"						
MINOILCRD3	"Mining process for heavy oil, located reserves cost step 3"	"Mining process for heavy oil, located reserves cost step 3"						
MINOILCRD4	"Mining process for heavy oil, new discoveries cost step 1"	"Mining process for heavy oil, new discoveries cost step 1"						
MINOILCRD5	"Mining process for heavy oil, new discoveries cost step 2"	"Mining process for heavy oil, new discoveries cost step 2"						
MINOILCRD6	"Mining process for heavy oil, new discoveries cost step 3"	"Mining process for heavy oil, new discoveries cost step 3"						
MINOILCRD7	"Mining process for heavy oil, new discoveries cost step 4"	"Mining process for heavy oil, new discoveries cost step 4"						
MINOILCRD8	"Mining process for heavy oil, new discoveries cost step 5"	"Mining process for heavy oil, new discoveries cost step 5"						
MINOILCRD9	"Mining process for heavy oil, new discoveries cost step 6"	"Mining process for heavy oil, new discoveries cost step 6"						
MISCIR	"Cold iron (material input, in Mt)"	"Cold iron (material input, in Mt)"						
MISLIM	"Lime (material input, in Mt)"	"Lime (material input, in Mt)"						
MISORE	"Iron ore (material input, in Mt)"	"Iron ore (material input, in Mt)"						
MISOXY	"Oxygen (material input, in Mt)"	"Oxygen (material input, in Mt)"						
MISPLT	"Pellets (material input, in Mt)"	"Pellets (material input, in Mt)"						
MISSCR	"Metal scrap (material input, in Mt)"	"Metal scrap (material input, in Mt)"						
MSWBIO	Wet biomass waste	Wet biomass waste						
MSWINO	Inorganic waste	Inorganic waste						
MSWORG	Organic waste	Organic waste						
Mt	Megatonnes							
Mt_a	Capacity to produce 1 megatonne in a year							
N	N2O (aggregate accounting system)	N2O (aggregate accounting system)						
N2OTOT	N2O (aggregate accounting system)	N2O (aggregate accounting system)						
NCAP_AF	availability factor - fraction of yr plant can run for							
NCAP_AF~LO~AD	availability factor - lower bound - Autumn Day							
NCAP_AF~LO~AE	availability factor - lower bound - Autumn Evening							
NCAP_AF~LO~AN	availability factor - lower bound - Autumn Night							
NCAP_AF~LO~AP	availability factor - lower bound - Autumn Peak							
NCAP_AF~LO~PD	availability factor - lower bound - Spring Day							
NCAP_AF~LO~PE	availability factor - lower bound - Spring Evening							
NCAP_AF~LO~PN	availability factor - lower bound - Spring Night							
NCAP_AF~LO~PP	availability factor - lower bound - Spring Peak							
NCAP_AF~LO~SD	availability factor - lower bound - Summer Day							
NCAP_AF~LO~SE	availability factor - lower bound - Summer Evening							
NCAP_AF~LO~SN	availability factor - lower bound - Summer Night							
NCAP_AF~LO~SP	availability factor - lower bound - Summer Peak							
NCAP_AF~LO~WD	availability factor - lower bound - Winter Day							
NCAP_AF~LO~WE	availability factor - lower bound - Winter Evening							
NCAP_AF~LO~WN	availability factor - lower bound - Winter Night							
NCAP_AF~LO~WP	availability factor - lower bound - Winter Peak							
NCAP_AF~UP~AD	availability factor - upper bound - Autumn Day							
NCAP_AF~UP~AE	availability factor - upper bound - Autumn Evening							
NCAP_AF~UP~AN	availability factor - upper bound - Autumn Night							
NCAP_AF~UP~AP	availability factor - upper bound - Autumn Peak							
NCAP_AF~UP~PD	availability factor - upper bound - Spring Day							
NCAP_AF~UP~PE	availability factor - upper bound - Spring Evening							
NCAP_AF~UP~PN	availability factor - upper bound - Spring Night							
NCAP_AF~UP~PP	availability factor - upper bound - Spring Peak							
NCAP_AF~UP~SD	availability factor - upper bound - Summer Day							
NCAP_AF~UP~SE	availability factor - upper bound - Summer Evening							
NCAP_AF~UP~SN	availability factor - upper bound - Summer Night							
NCAP_AF~UP~SP	availability factor - upper bound - Summer Peak							
NCAP_AF~UP~WD	availability factor - upper bound - Winter Day							
NCAP_AF~UP~WE	availability factor - upper bound - Winter Evening							
NCAP_AF~UP~WN	availability factor - upper bound - Winter Night							
NCAP_AF~UP~WP	availability factor - upper bound - Winter Peak							
NCAP_AFA	"Annual availability factor relating the annual activity of a process to the installed capacity, 2010"							
NCAP_AFA~2010	"Annual availability factor relating the annual activity of a process to the installed capacity, 2010"							
NCAP_AFA~2015	"Annual availability factor relating the annual activity of a process to the installed capacity, 2015"							
NCAP_AFC	commodity specific availability factor							
NCAP_AFC~DAYNITE	commodity specific availability factor -  DAYNITE defines the availability on the lowest timeslice level (within the representative day).	commodity specific availability factor -  DAYNITE defines the availability on the lowest timeslice level (within the representative day).						
NCAP_COST	Investment cost - 2010 (2010 prices)							
NCAP_COST~2010	Investment cost - 2010 (2010 prices)							
NCAP_COST~2015	Investment cost - 2015 (2010 prices)							
NCAP_COST~2020	Investment cost - 2020 (2010 prices)							
NCAP_COST~2025	Investment cost - 2025 (2010 prices)							
